Ticket_ID,Date_Logged,Customer_ID,Subject,Message_Body,Clean_Ticket,Complaint_Category
T000086,2023-12-02,C0182,Delivery delay,"<p>My delivery is delayed.
Tracking shows in transit for days.
Please update me.
Also: still not received.

<p>Thanks</p><p>Customer</p></p><br><p>ASAP</p>",My delivery is delayed. Tracking shows in transit for days. Please update me. Also: still not received. ThanksCustomerASAP,Piegādes jautājumi
T000196,2023-12-12,C0006,NordLock Pro pairing issue,"<p>The app cannot connect to the lock.
I tried pairing again but it fails.
Please advise.
Also: pairing.

Sent from my Android device</p>

My order #100969.",The app cannot connect to the lock. I tried pairing again but it fails. Please advise. Also: pairing. Sent from my Android device My order #100969.,Kvalitātes problēmas
T000278,2023-12-18,C0237,Locked out of my home,"I am locked out — the lock will not unlock.
The app shows not responding.
I need immediate assistance.

<p>Thanks</p><p>Customer</p>

Order number: 100383",I am locked out — the lock will not unlock. The app shows not responding. I need immediate assistance. ThanksCustomer Order number: 100383,Piegādes jautājumi
T000045,2023-11-27,C0033,Return request,"<p>I want to get a refund for this product.
It is not as described.
How do I start an RMA?
Also: refund.

Sent from my Android device</p><br><p>ASAP</p>",I want to get a refund for this product. It is not as described. How do I start an RMA? Also: refund. Sent from my Android deviceASAP,Naudas atgriešana
T000107,2023-12-05,C0040,Battery dies in 2 days,"<p>My smart lock dies in a day.
I changed batteries and it still drains quickly.
Please help ASAP.

Sent from my iPhone</p>

My order #101158.",My smart lock dies in a day. I changed batteries and it still drains quickly. Please help ASAP. Sent from my iPhone My order #101158.,Piegādes jautājumi
T000216,2023-12-13,C0051,Where is my order?,"My delivery is stuck.
Tracking shows pending.
Please update me.

Sent from my iPhone

Order number: 100384",My delivery is stuck. Tracking shows pending. Please update me. Sent from my iPhone Order number: 100384,Piegādes jautājumi
T000333,2023-12-21,C0183,Refund for my purchase,"I want to return this product.
It is not working.
Please send return instructions.
Also: return.

—
Regards,
A very unhappy customer

My order #101109.","I want to return this product. It is not working. Please send return instructions. Also: return. — Regards, A very unhappy customer My order #101109.",Naudas atgriešana
T000064,2023-11-29,C0191,Product defective,"<p>The product is broken.
Poor quality.
Please help.

—
Regards,
A very unhappy customer</p><br><p>Please help!</p>","The product is broken. Poor quality. Please help. — Regards, A very unhappy customerPlease help!",Kvalitātes problēmas
T000033,2023-11-25,C0017,Tracking shows no updates,"<p>My delivery is stuck.
Tracking shows no updates.
This is taking too long.

—
Regards,
A very unhappy customer</p><br><p>Please help!</p>","My delivery is stuck. Tracking shows no updates. This is taking too long. — Regards, A very unhappy customerPlease help!",Piegādes jautājumi
T000223,2023-12-14,C0010,Return request,"<p>I want to return this product.
It is defective.
I need my money back.
Also: return.

Sent from my iPhone</p><br><p>This is unacceptable.</p>

Ref: TX-100813",I want to return this product. It is defective. I need my money back. Also: return. Sent from my iPhoneThis is unacceptable. Ref: TX-100813,Citi jautājumi
T000125,2023-12-07,C0312,App cannot connect to WiFi,"<p>The app cannot connect to WiFi.
I tried pairing again but it fails.
Please advise.

Sent from my Android device</p>

Order number: 100252",The app cannot connect to WiFi. I tried pairing again but it fails. Please advise. Sent from my Android device Order number: 100252,Kvalitātes problēmas
T000192,2023-12-12,C0001,Tracking shows no updates,"<p>My delivery is delayed.
Tracking shows no updates.
Where is my order?

<p>Thanks</p><p>Customer</p></p><br><p>This is unacceptable.</p>

Order number: 101035",My delivery is delayed. Tracking shows no updates. Where is my order? ThanksCustomerThis is unacceptable. Order number: 101035,Piegādes jautājumi
T000115,2023-12-06,C0122,I want a refund,"<p>I want to get a refund for this product.
It is not as described.
Please send return instructions.
Also: RMA.

<p>Thanks</p><p>Customer</p></p>",I want to get a refund for this product. It is not as described. Please send return instructions. Also: RMA. ThanksCustomer,Naudas atgriešana
T000321,2023-12-20,C0064,Battery dies in 2 days,"<p>My smart lock dies in a day.
I tried new batteries and it still drains quickly.
This is unacceptable.
Also: 2 days.

<br><br>--<br>NordTech Customer</p>

Order number: 100566",My smart lock dies in a day. I tried new batteries and it still drains quickly. This is unacceptable. Also: 2 days. --NordTech Customer Order number: 100566,Piegādes jautājumi
T000234,2023-12-15,C0076,Return request,"<p>I want to get a refund for this product.
It is defective.
How do I start an RMA?

—
Regards,
A very unhappy customer</p><br><p>This is unacceptable.</p>

Order number: 101022","I want to get a refund for this product. It is defective. How do I start an RMA? — Regards, A very unhappy customerThis is unacceptable. Order number: 101022",Naudas atgriešana
T000247,2023-12-16,C0301,Battery problem with my lock,"My smart lock dies in a day.
I changed batteries and it still drains quickly.
This is unacceptable.

<br><br>--<br>NordTech Customer

My order #100644.",My smart lock dies in a day. I changed batteries and it still drains quickly. This is unacceptable. --NordTech Customer My order #100644.,Piegādes jautājumi
T000101,2023-12-04,C0073,Tracking shows no updates,"My delivery is stuck.
Tracking shows no updates.
This is taking too long.

Sent from my Android device",My delivery is stuck. Tracking shows no updates. This is taking too long. Sent from my Android device,Piegādes jautājumi
T000222,2023-12-14,C0015,Battery dies in 2 days,"<p>My NordLock Pro dies in 48 hours.
I tried new batteries and it still dies.
This is unacceptable.

Sent from my iPhone</p><br><p>ASAP</p>

Ref: TX-101073",My NordLock Pro dies in 48 hours. I tried new batteries and it still dies. This is unacceptable. Sent from my iPhoneASAP Ref: TX-101073,Citi jautājumi
T000268,2023-12-17,C0157,Delivery delay,"<p>My delivery is delayed.
Tracking shows no updates.
Please update me.
Also: still not received.

<p>Thanks</p><p>Customer</p></p>

Ref: TX-100990",My delivery is delayed. Tracking shows no updates. Please update me. Also: still not received. ThanksCustomer Ref: TX-100990,Piegādes jautājumi
T000184,2023-12-11,C0046,I want a refund,"<p>I want to get a refund for this product.
It is not as described.
I need my money back.
Also: return.

<br><br>--<br>NordTech Customer</p><br><p>Please help!</p>",I want to get a refund for this product. It is not as described. I need my money back. Also: return. --NordTech CustomerPlease help!,Naudas atgriešana
T000274,2023-12-17,C0004,Battery problem with my lock,"My NordLock Pro dies in a day.<br>I changed batteries and it still drains quickly.<br>Please help ASAP.<br>Also: battery drains.<br><br>Sent from my iPhone

Order number: 101101",My NordLock Pro dies in a day.I changed batteries and it still drains quickly.Please help ASAP.Also: battery drains.Sent from my iPhone Order number: 101101,Piegādes jautājumi
T000213,2023-12-13,C0019,App cannot connect to WiFi,"<p>The app will not connect to WiFi.
I tried pairing again but it fails.
Please advise.

Sent from my iPhone</p>

Order number: 100784",The app will not connect to WiFi. I tried pairing again but it fails. Please advise. Sent from my iPhone Order number: 100784,Kvalitātes problēmas
T000269,2023-12-17,C0046,Battery problem with my lock,"My smart lock battery drains in a day.<br>I changed batteries and it still dies.<br>Please help ASAP.<br><br>Sent from my iPhone

Order number: 100861",My smart lock battery drains in a day.I changed batteries and it still dies.Please help ASAP.Sent from my iPhone Order number: 100861,Piegādes jautājumi
T000221,2023-12-14,C0151,Battery dies in 2 days,"<p>My smart lock dies in 2 days.
I tried new batteries and it still dies.
Please help ASAP.

Sent from my iPhone</p><br><p>ASAP</p>

My order #100936.",My smart lock dies in 2 days. I tried new batteries and it still dies. Please help ASAP. Sent from my iPhoneASAP My order #100936.,Piegādes jautājumi
T000197,2023-12-12,C0006,Where is my order?,"My delivery is late.
Tracking shows no updates.
Please update me.
Also: delivery late.

—
Regards,
A very unhappy customer","My delivery is late. Tracking shows no updates. Please update me. Also: delivery late. — Regards, A very unhappy customer",Piegādes jautājumi
T000306,2023-12-19,C0054,I want a refund,"<p>I want to return this product.
It is not working.
I need my money back.
Also: refund.

Sent from my iPhone</p>

My order #100846.",I want to return this product. It is not working. I need my money back. Also: refund. Sent from my iPhone My order #100846.,Naudas atgriešana
T000189,2023-12-11,C0282,NordLock Pro won't unlock,"I am locked out — the lock does not respond.<br>The app shows offline.<br>I need immediate assistance.<br><br>Sent from my Android device

My order #100815.",I am locked out — the lock does not respond.The app shows offline.I need immediate assistance.Sent from my Android device My order #100815.,Piegādes jautājumi
T000056,2023-11-28,C0022,NordLock Pro battery drains fast,My smart lock dies in 48 hours.<br>I tried new batteries and it still dies.<br>Please help ASAP.<br>Also: battery drains.<br><br><p>Thanks</p><p>Customer</p>,My smart lock dies in 48 hours.I tried new batteries and it still dies.Please help ASAP.Also: battery drains.ThanksCustomer,Citi jautājumi
T000314,2023-12-20,C0015,Battery dies in 2 days,"<p>My smart lock dies in 2 days.
I changed batteries and it still dies.
I can't rely on this.
Also: battery drains.

—
Regards,
A very unhappy customer</p>

Ref: TX-101073","My smart lock dies in 2 days. I changed batteries and it still dies. I can't rely on this. Also: battery drains. — Regards, A very unhappy customer Ref: TX-101073",Citi jautājumi
T000292,2023-12-18,C0257,Refund for my purchase,"<p>I want to return this product.
It is not working.
I need my money back.

<p>Thanks</p><p>Customer</p></p>

My order #100640.",I want to return this product. It is not working. I need my money back. ThanksCustomer My order #100640.,Naudas atgriešana
T000054,2023-11-28,C0307,Product defective,"The product is broken.<br>Poor quality.<br>I want a replacement.<br><br>Sent from my iPhone

Ref: TX-101115",The product is broken.Poor quality.I want a replacement.Sent from my iPhone Ref: TX-101115,Kvalitātes problēmas
T000195,2023-12-12,C0093,Return request,"I want to get a refund for this product.
It is not as described.
I need my money back.

Sent from my iPhone",I want to get a refund for this product. It is not as described. I need my money back. Sent from my iPhone,Naudas atgriešana
T000261,2023-12-17,C0271,App cannot connect to WiFi,"<p>The app will not connect to the lock.
I tried reinstalling the app but it fails.
It worked once and then stopped.
Also: app won't connect.

Sent from my Android device</p>",The app will not connect to the lock. I tried reinstalling the app but it fails. It worked once and then stopped. Also: app won't connect. Sent from my Android device,Kvalitātes problēmas
T000202,2023-12-13,C0015,NordLock Pro battery drains fast,My NordLock Pro battery drains in 48 hours.<br>I tried new batteries and it still drains quickly.<br>This is unacceptable.<br>Also: battery life.<br><br><br><br>--<br>NordTech Customer,My NordLock Pro battery drains in 48 hours.I tried new batteries and it still drains quickly.This is unacceptable.Also: battery life.--NordTech Customer,Citi jautājumi
T000204,2023-12-13,C0018,Battery problem with my lock,"My smart lock battery drains in 48 hours.<br>I changed batteries and it still drains quickly.<br>Please help ASAP.<br><br>—<br>Regards,<br>A very unhappy customer","My smart lock battery drains in 48 hours.I changed batteries and it still drains quickly.Please help ASAP.—Regards,A very unhappy customer",Citi jautājumi
T000266,2023-12-17,C0199,Battery dies in 2 days,"My NordLock Pro battery drains in 48 hours.
I changed batteries and it still drains quickly.
Please help ASAP.
Also: 2 days.

Sent from my Android device",My NordLock Pro battery drains in 48 hours. I changed batteries and it still drains quickly. Please help ASAP. Also: 2 days. Sent from my Android device,Citi jautājumi
T000296,2023-12-19,C0013,NordLock Pro won't unlock,"I am stuck outside — the lock will not unlock.
The app shows not responding.
I need immediate assistance.
Also: can't get in.

—
Regards,
A very unhappy customer","I am stuck outside — the lock will not unlock. The app shows not responding. I need immediate assistance. Also: can't get in. — Regards, A very unhappy customer",Citi jautājumi
T000232,2023-12-15,C0042,I want a refund,"<p>I want to return this product.
It is not working.
I need my money back.

Sent from my Android device</p>

My order #100512.",I want to return this product. It is not working. I need my money back. Sent from my Android device My order #100512.,Naudas atgriešana
T000272,2023-12-17,C0200,I want a refund,"I want to get a refund for this product.<br>It is defective.<br>Please send return instructions.<br>Also: return.<br><br><p>Thanks</p><p>Customer</p>

Order number: 100470",I want to get a refund for this product.It is defective.Please send return instructions.Also: return.ThanksCustomer Order number: 100470,Naudas atgriešana
T000168,2023-12-10,C0001,Battery dies in 2 days,"<p>My smart lock battery drains in a day.
I changed batteries and it still dies.
Please help ASAP.
Also: dead battery.

Sent from my Android device</p>

Ref: TX-100913",My smart lock battery drains in a day. I changed batteries and it still dies. Please help ASAP. Also: dead battery. Sent from my Android device Ref: TX-100913,Citi jautājumi
T000307,2023-12-19,C0031,Return request,"<p>I want to return this product.
It is not working.
Please send return instructions.

Sent from my Android device</p>

My order #100974.",I want to return this product. It is not working. Please send return instructions. Sent from my Android device My order #100974.,Piegādes jautājumi
T000267,2023-12-17,C0030,NordLock Pro battery drains fast,"My smart lock dies in a day.
I changed batteries and it still dies.
This is unacceptable.

Sent from my iPhone

Order number: 101094",My smart lock dies in a day. I changed batteries and it still dies. This is unacceptable. Sent from my iPhone Order number: 101094,Piegādes jautājumi
T000098,2023-12-04,C0031,Delivery delay,"<p>My delivery is delayed.
Tracking shows no updates.
Please update me.

—
Regards,
A very unhappy customer</p><br><p>ASAP</p>

My order #100816.","My delivery is delayed. Tracking shows no updates. Please update me. — Regards, A very unhappy customerASAP My order #100816.",Piegādes jautājumi
T000163,2023-12-10,C0137,Can't open the door,"<p>I am stuck outside — the lock will not unlock.
The app shows offline.
This is urgent.

Sent from my iPhone</p><br><p>Please help!</p>",I am stuck outside — the lock will not unlock. The app shows offline. This is urgent. Sent from my iPhonePlease help!,Citi jautājumi
T000023,2023-11-24,C0069,App cannot connect to WiFi,"<p>The app will not connect to the lock.
I tried reinstalling the app but it fails.
Is there a fix?
Also: app won't connect.

—
Regards,
A very unhappy customer</p>

Order number: 100630","The app will not connect to the lock. I tried reinstalling the app but it fails. Is there a fix? Also: app won't connect. — Regards, A very unhappy customer Order number: 100630",Kvalitātes problēmas
T000323,2023-12-20,C0099,Delivery delay,"My delivery is late.<br>Tracking shows no updates.<br>Please update me.<br><br>Sent from my Android device

My order #100258.",My delivery is late.Tracking shows no updates.Please update me.Sent from my Android device My order #100258.,Piegādes jautājumi
T000160,2023-12-09,C0033,Refund for my purchase,"<p>I want to return this product.
It is not working.
I need my money back.

—
Regards,
A very unhappy customer</p>

Order number: 100818","I want to return this product. It is not working. I need my money back. — Regards, A very unhappy customer Order number: 100818",Naudas atgriešana
T000331,2023-12-21,C0008,NordLock Pro battery drains fast,"<p>My NordLock Pro dies in 2 days.
I changed batteries and it still drains quickly.
I can't rely on this.

Sent from my iPhone</p>

My order #101131.",My NordLock Pro dies in 2 days. I changed batteries and it still drains quickly. I can't rely on this. Sent from my iPhone My order #101131.,Piegādes jautājumi
T000309,2023-12-19,C0040,Battery dies in 2 days,"My smart lock battery drains in a day.
I changed batteries and it still dies.
I can't rely on this.
Also: 2 days.

Sent from my Android device

Ref: TX-100753",My smart lock battery drains in a day. I changed batteries and it still dies. I can't rely on this. Also: 2 days. Sent from my Android device Ref: TX-100753,Citi jautājumi
T000020,2023-11-24,C0126,Tracking shows no updates,"<p>My delivery is delayed.
Tracking shows no updates.
Please update me.

<p>Thanks</p><p>Customer</p></p>

My order #100239.",My delivery is delayed. Tracking shows no updates. Please update me. ThanksCustomer My order #100239.,Piegādes jautājumi
T000246,2023-12-16,C0075,NordLock Pro pairing issue,"The app will not connect to WiFi.
I tried pairing again but it fails.
Is there a fix?

<p>Thanks</p><p>Customer</p>

My order #100871.",The app will not connect to WiFi. I tried pairing again but it fails. Is there a fix? ThanksCustomer My order #100871.,Kvalitātes problēmas
T000111,2023-12-05,C0039,Tracking shows no updates,"My delivery is late.
Tracking shows in transit for days.
This is taking too long.
Also: delivery late.

<br><br>--<br>NordTech Customer",My delivery is late. Tracking shows in transit for days. This is taking too long. Also: delivery late. --NordTech Customer,Piegādes jautājumi
T000094,2023-12-03,C0198,Delivery delay,"My delivery is late.
Tracking shows in transit for days.
Where is my order?

<br><br>--<br>NordTech Customer",My delivery is late. Tracking shows in transit for days. Where is my order? --NordTech Customer,Piegādes jautājumi
